split_index,split,recording_id,original_state,source_csv_sha256,label,window_index_in_recording,source_start_index,source_end_index_exclusive,start_host_monotonic_ns,last_host_monotonic_ns,start_since_command_s,last_since_command_s,first_to_last_span_s
121,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,121,52758,52886,14402631578440,14403243828674,254.747819608,255.360069842,0.612250234
122,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,122,52886,53014,14403249453595,14403861511903,255.365694763,255.977753071,0.612058308
123,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,123,53014,53142,14403867106232,14404479488965,255.9833474,256.595730133,0.612382733
124,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,124,53142,53270,14404485088591,14405097444194,256.601329759,257.213685362,0.612355603
125,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,125,53270,53398,14405103058783,14405715713201,257.219299951,257.831954369,0.612654418
126,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,126,53398,53526,14405721316456,14406333744689,257.837557624,258.449985857,0.612428233
127,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,127,53526,53654,14406337435723,14406951981566,258.453676891,259.068222734,0.614545843
128,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,128,53654,53782,14406955673174,14407569321018,259.071914342,259.685562186,0.613647844
129,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,129,53782,53910,14407573014293,14408187195506,259.689255461,260.303436674,0.614181213
130,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,130,53910,54038,14408190878800,14408803616663,260.307119968,260.919857831,0.612737863
131,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,131,54038,54166,14408809255417,14409422221725,260.925496585,261.538462893,0.612966308
132,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,132,54166,54294,14409427818164,14410040197509,261.544059332,262.156438677,0.612379345
133,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,133,54294,54422,14410045790523,14410658762367,262.162031691,262.775003535,0.612971844
134,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,134,54422,54550,14410662449716,14411275352894,262.778690884,263.391594062,0.612903178
135,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,135,54550,54678,14411280982241,14411894211752,263.397223409,264.01045292,0.613229511
136,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,136,54678,54806,14411897895193,14412511430981,264.014136361,264.627672149,0.613535788
137,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,137,54806,54934,14412517033014,14413128666952,264.633274182,265.24490812,0.611633938
138,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,138,54934,55062,14413134251077,14413746667347,265.250492245,265.862908515,0.61241627
139,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,139,55062,55190,14413752268065,14414365598168,265.868509233,266.481839336,0.613330103
140,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,140,55190,55318,14414369283739,14414981659177,266.485524907,267.097900345,0.612375438
141,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,141,55318,55446,14414987288487,14415599828794,267.103529655,267.716069962,0.612540307
142,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,142,55446,55574,14415605457660,14416217459968,267.721698828,268.333701136,0.612002308
143,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,143,55574,55702,14416223067853,14416834865994,268.339309021,268.951107162,0.611798141
144,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,144,55702,55830,14416840460749,14417453318260,268.956701917,269.569559428,0.612857511
145,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,145,55830,55958,14417458899440,14418070902507,269.575140608,270.187143675,0.612003067
146,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,146,55958,56086,14418076500021,14418689143847,270.192741189,270.805385015,0.612643826
147,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,147,56086,56214,14418692840141,14419307110150,270.809081309,271.423351318,0.614270009
148,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,148,56214,56342,14419310808870,14419925357139,271.427050038,272.041598307,0.614548269
149,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,149,56342,56470,14419929056969,14420542322591,272.045298137,272.658563759,0.613265622
150,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,150,56470,56598,14420547978271,14421159123913,272.664219439,273.275365081,0.611145642
151,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,151,56598,56726,14421164719761,14421777622901,273.280960929,273.893864069,0.61290314
152,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,152,56726,56854,14421783229489,14422395868445,273.899470657,274.512109613,0.612638956
153,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,153,56854,56982,14422399551053,14423013027360,274.515792221,275.129268528,0.613476307
154,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,154,56982,57110,14423018624448,14423630789737,275.134865616,275.747030905,0.612165289
155,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,155,57110,57238,14423636387918,14424247927059,275.752629086,276.364168227,0.611539141
156,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,156,57238,57366,14424253532573,14424865823992,276.369773741,276.98206516,0.612291419
157,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,157,57366,57494,14424871420784,14425484550294,276.987661952,277.600791462,0.61312951
158,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,158,57494,57622,14425488228866,14426102677209,277.604470034,278.218918377,0.614448343
159,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,159,57622,57750,14426106364650,14426719549235,278.222605818,278.835790403,0.613184585
160,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,160,57750,57878,14426725136934,14427337671353,278.841378102,279.453912521,0.612534419
161,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,161,57878,58006,14427341371553,14427955769452,279.457612721,280.07201062,0.614397899
162,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,162,58006,58134,14427959468430,14428571864368,280.075709598,280.688105536,0.612395938
163,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,163,58134,58262,14428577476993,14429190580781,280.693718161,281.306821949,0.613103788
164,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,164,58262,58390,14429196168332,14429808940084,281.3124095,281.925181252,0.612771752
165,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,165,58390,58518,14429812662155,14430425224296,281.928903323,282.541465464,0.612562141
166,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,166,58518,58646,14430430827606,14431043569821,282.547068774,283.159810989,0.612742215
167,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,167,58646,58774,14431049170890,14431661061402,283.165412058,283.77730257,0.611890512
168,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,168,58774,58902,14431666657842,14432278948798,283.78289901,284.395189966,0.612290956
169,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,169,58902,59030,14432284544275,14432896875471,284.400785443,285.013116639,0.612331196
170,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,170,59030,59158,14432902477633,14433515407052,285.018718801,285.63164822,0.612929419
171,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,171,59158,59286,14433519091012,14434131961911,285.63533218,286.248203079,0.612870899
172,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,172,59286,59414,14434137561296,14434749831455,286.253802464,286.866072623,0.612270159
173,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,173,59414,59542,14434755430247,14435367976777,286.871671415,287.484217945,0.61254653
174,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,174,59542,59670,14435373584346,14435985858673,287.489825514,288.102099841,0.612274327
175,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,175,59670,59798,14435991468057,14436603904865,288.107709225,288.720146033,0.612436808
176,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,176,59798,59926,14436607582417,14437221516631,288.723823585,289.337757799,0.613934214
177,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,177,59926,60054,14437225219220,14437838824286,289.341460388,289.955065454,0.613605066
178,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,178,60054,60182,14437844401800,14438457113163,289.960642968,290.573354331,0.612711363
179,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,179,60182,60310,14438460804679,14439075411318,290.577045847,291.191652486,0.614606639
180,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,180,60310,60438,14439079138537,14439691790919,291.195379705,291.808032087,0.612652382
181,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,181,60438,60566,14439697325210,14440310271684,291.813566378,292.426512852,0.612946474
182,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,182,60566,60694,14440313919700,14440926875970,292.430160868,293.043117138,0.61295627
183,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,183,60694,60822,14440932410558,14441544981365,293.048651726,293.661222533,0.612570807
184,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,184,60822,60950,14441550561028,14442163622446,293.666802196,294.279863614,0.613061418
185,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,185,60950,61078,14442167259258,14442781246971,294.283500426,294.897488139,0.613987713
186,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,186,61078,61206,14442784924320,14443397885998,294.901165488,295.514127166,0.612961678
187,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,187,61206,61334,14443403523641,14444016428448,295.519764809,296.132669616,0.612904807
188,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,188,61334,61462,14444022027074,14444634509807,296.138268242,296.750750975,0.612482733
189,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,189,61462,61590,14444638198008,14445251734574,296.754439176,297.367975742,0.613536566
190,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,190,61590,61718,14445257328051,14445869641062,297.373569219,297.98588223,0.612313011
191,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,191,61718,61846,14445875242335,14446488428587,297.991483503,298.604669755,0.613186252
192,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,192,61846,61974,14446492107491,14447104606761,298.608348659,299.220847929,0.61249927
193,train,normal_before_75pwm_300s_20260911_104430_339886,normal_before,8a141c4284bac2cb64c11f0006fa29d336a54ea2936127946be59b2ea1a9426b,0,193,61974,62102,14447110215035,14447722916361,299.226456203,299.839157529,0.612701326
194,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,0,37278,37406,15945036929698,15945650448801,180.001937958,180.615457061,0.613519103
195,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,1,37406,37534,15945654167835,15946268298844,180.619176095,181.233307104,0.614131009
196,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,2,37534,37662,15946271979137,15946886023776,181.236987397,181.851032036,0.614044639
197,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,3,37662,37790,15946889699514,15947504285486,181.854707774,182.469293746,0.614585972
198,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,4,37790,37918,15947507971168,15948120292327,182.472979428,183.085300587,0.612321159
199,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,5,37918,38046,15948125941063,15948739820332,183.090949323,183.704828592,0.613879269
200,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,6,38046,38174,15948743505737,15949355969192,183.708513997,184.320977452,0.612463455
201,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,7,38174,38302,15949361573780,15949974739660,184.32658204,184.93974792,0.61316588
202,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,8,38302,38430,15949978430120,15950591464760,184.94343838,185.55647302,0.61303464
203,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,9,38430,38558,15950597058959,15951210234321,185.562067219,186.175242581,0.613175362
204,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,10,38558,38686,15951213916041,15951826790273,186.178924301,186.791798533,0.612874232
205,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,11,38686,38814,15951832386398,15952445801501,186.797394658,187.410809761,0.613415103
206,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,12,38814,38942,15952449489813,15953063704470,187.414498073,188.02871273,0.614214657
207,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,13,38942,39070,15953067393430,15953680936477,188.03240169,188.645944737,0.613543047
208,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,14,39070,39198,15953686548602,15954299323038,188.651556862,189.264331298,0.612774436
209,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,15,39198,39326,15954303017295,15954916796841,189.268025555,189.881805101,0.613779546
210,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,16,39326,39454,15954920523227,15955534238107,189.885531487,190.499246367,0.61371488
211,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,17,39454,39582,15955539822492,15956152829891,190.504830752,191.117838151,0.613007399
212,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,18,39582,39710,15956156543943,15956769637953,191.121552203,191.734646213,0.61309401
213,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,19,39710,39838,15956775274412,15957387640793,191.740282672,192.352649053,0.612366381
214,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,20,39838,39966,15957393237714,15958005125151,192.358245974,192.970133411,0.611887437
215,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,21,39966,40094,15958010744128,15958623025065,192.975752388,193.588033325,0.612280937
216,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,22,40094,40222,15958628629005,15959241501738,193.593637265,194.206509998,0.612872733
217,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,23,40222,40350,15959245191346,15959859070300,194.210199606,194.82407856,0.613878954
218,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,24,40350,40478,15959862748204,15960475958677,194.827756464,195.440966937,0.613210473
219,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,25,40478,40606,15960481579117,15961094602961,195.446587377,196.059611221,0.613023844
220,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,26,40606,40734,15961098288124,15961712711800,196.063296384,196.67772006,0.614423676
221,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,27,40734,40862,15961716423297,15962329281659,196.681431557,197.294289919,0.612858362
222,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,28,40862,40990,15962334886525,15962948421646,197.299894785,197.913429906,0.613535121
223,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,29,40990,41118,15962952058662,15963565716968,197.917066922,198.530725228,0.613658306
224,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,30,41118,41246,15963569356039,15964182185605,198.534364299,199.147193865,0.612829566
225,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,31,41246,41374,15964187721804,15964800435889,199.152730064,199.765444149,0.612714085
226,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,32,41374,41502,15964805970718,15965419098246,199.770978978,200.384106506,0.613127528
227,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,33,41502,41630,15965422735873,15966036692808,200.387744133,201.001701068,0.613956935
228,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,34,41630,41758,15966040497953,15966654433981,201.005506213,201.619442241,0.613936028
229,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,35,41758,41886,15966659973773,15967272579969,201.624982033,202.237588229,0.612606196
230,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,36,41886,42014,15967276224170,15967890438957,202.24123243,202.855447217,0.614214787
231,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,37,42014,42142,15967894121991,15968506833168,202.859130251,203.471841428,0.612711177
232,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,38,42142,42270,15968512437089,15969125425581,203.477445349,204.090433841,0.612988492
233,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,39,42270,42398,15969131022984,15969743353106,204.096031244,204.708361366,0.612330122
234,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,40,42398,42526,15969748954009,15970362238241,204.713962269,205.327246501,0.613284232
235,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,41,42526,42654,15970365920886,15970978378415,205.330929146,205.943386675,0.612457529
236,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,42,42654,42782,15970983992244,15971597142143,205.949000504,206.562150403,0.613149899
237,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,43,42782,42910,15971602730768,15972214754631,206.567739028,207.179762891,0.612023863
238,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,44,42910,43038,15972220540979,15972831773935,207.185549239,207.796782195,0.611232956
239,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,45,43038,43166,15972837374838,15973449652478,207.802383098,208.414660738,0.61227764
240,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,46,43166,43294,15973455243973,15974067855984,208.420252233,209.032864244,0.612612011
241,train,normal_after_75pwm_300s_20260911_111103_206329,normal_after,5357e8d0c0592a6e3765904f16ea037937f2f5f54e7c0d88ba2c42cda6589944,0,47,43294,43422,15974073450368,15974686150749,209.038458628,209.651159009,0.612700381
