window_id,window_start_s,window_end_s,label,anomaly_type,mean,standard_deviation,rms,minimum,maximum,peak_to_peak,median,kurtosis,dominant_frequency_hz,spectral_energy
194,194.0,194.998,0,normal,-0.0038504279796315447,0.7208480192098566,0.7208583027158668,-1.2222649380498132,1.1611769372740444,2.3834418753238573,-0.00468350664943965,-1.455881629343389,30.0,258.7916826331352
197,197.0,197.998,0,normal,-0.0035192645719669445,0.7159417307265186,0.7159503802770204,-1.2612191425399617,1.277625999682943,2.538845142222905,-0.0076929112662762495,-1.4429999882457296,30.0,255.26705349907078
198,198.0,198.998,0,normal,-0.001512729925074385,0.7076254804700733,0.7076270973912236,-1.213718004350044,1.2109227333382115,2.4246407376882555,0.03821546266087645,-1.4530601943444903,30.0,249.39369808589822
199,199.0,199.998,0,normal,-0.007110145269249624,0.7101881063948229,0.7102236975984497,-1.2367187565722717,1.1650434881400864,2.401762244712358,-0.02549860403431685,-1.4417612859176174,30.0,251.2109964473237
200,200.0,200.998,0,normal,0.005373870418661963,0.7174513746564257,0.7174715001166747,-1.1694528370272643,1.2212747791494047,2.390727616176669,0.008822388263631051,-1.4487369902701908,30.0,256.344971013516
201,201.0,201.998,0,normal,-0.0009671765179709935,0.7063397431360082,0.706340405303179,-1.247382262999808,1.2060234280072328,2.453405691007041,-0.04752594969344355,-1.4556818270325107,30.0,248.4781540311525
202,202.0,202.998,0,normal,0.002412719959189875,0.7201869365378396,0.7201909779894217,-1.211348863323769,1.140636803273543,2.351985666597312,-0.01833601366927835,-1.4671882894967343,30.0,258.3120682778738
203,203.0,203.998,0,normal,-0.002457020921784155,0.7152443425177483,0.7152485627077176,-1.2290928210244163,1.2290867913035852,2.4581796123280015,-0.00177859464847875,-1.440292713244042,30.0,254.76910452165578
204,204.0,204.998,0,normal,0.001865670469960107,0.7235963004470113,0.7235987056006278,-1.2225038927165637,1.1849093601714562,2.40741325288802,0.0079930585650341,-1.4512017724140118,30.0,260.7586855108687
207,207.0,207.998,0,normal,-0.0025872135207533026,0.7210483035717571,0.7210529451832999,-1.2471402557643376,1.2399722218658693,2.487112477630207,-0.0175674229458975,-1.4481603320091505,30.0,258.9203175874686
208,208.0,208.998,0,normal,0.0006863985407208668,0.7089735129681403,0.7089738452392602,-1.2309120803255076,1.1502176690654349,2.3811297493909427,-0.0033820385919749,-1.4343585769837806,30.0,250.4206523311101
209,209.0,209.998,0,normal,0.005272515046041848,0.7141446277203519,0.7141640908900073,-1.193629137905679,1.20972329839903,2.4033524363047087,-0.0189630819529195,-1.4270090538427576,30.0,253.98534132242943
212,212.0,212.998,0,normal,0.002694599280053439,0.7181349677016969,0.718140023046479,-1.25849775234352,1.2489297319478854,2.507427484291405,-0.01698216058109355,-1.4438214373097338,30.0,256.8562453398008
213,213.0,213.998,0,normal,-0.002662844207352503,0.7174454925185028,0.7174504341586181,-1.2120045437860525,1.2283308405124735,2.440335384298526,-0.0387475713915668,-1.4243511522671626,30.0,256.3404240583301
214,214.0,214.998,0,normal,-0.0035493202318620113,0.7183675503773486,0.7183763185888443,-1.323268589367475,1.257798040478674,2.581066629846149,-0.01349598035152935,-1.4505351926980874,30.0,257.02212239029967
217,217.0,217.998,0,normal,0.001777339985667653,0.7087101884772485,0.7087124171262147,-1.1603886246338957,1.2231698205272925,2.383558445161188,-0.01261511315654855,-1.4453686443920017,30.0,250.1429024905233
218,218.0,218.998,0,normal,-0.001247941470185314,0.7077301065906957,0.7077312068382956,-1.1654053430256992,1.1933909998988768,2.3587963429245757,0.0113790068979284,-1.46555454649208,30.0,249.4431950014957
219,219.0,219.998,0,normal,0.0013731572391010088,0.7144745326588692,0.7144758522013973,-1.3403651567434096,1.2405019269347652,2.580867083678175,0.027938380709067304,-1.4356922798499032,30.0,254.22124774573547
220,220.0,220.998,0,normal,-0.005196504347114734,0.7142374643272947,0.7142563679142897,-1.192726070745342,1.2471234742556363,2.4398495450009783,0.00840039915426335,-1.4513144737484664,30.0,254.05367091192397
221,221.0,221.998,0,normal,0.010425406788738748,0.7092380324988129,0.7093146522168409,-1.2317440748738169,1.2521897567360087,2.483933831609826,0.012725765156081651,-1.4402233681684782,30.0,250.52393369373158
222,222.0,222.998,0,normal,-0.0006131227260990976,0.7191026987067385,0.71910296008763,-1.2951064628204425,1.212081430492912,2.5071878933133545,0.0007866960189834,-1.4239138299191867,30.0,257.52571811249965
223,223.0,223.998,0,normal,0.0008801265257461213,0.7194540694198016,0.7194546077602214,-1.1817591286652045,1.2572382371607824,2.438997365825987,0.0077332345828451,-1.449211316257591,30.0,257.80968417538577
224,224.0,224.998,0,normal,0.001814877945150255,0.7191982325293242,0.7192005224242123,-1.2566121173764842,1.2046331006986284,2.4612452180751125,-0.00921982539707825,-1.4519304091670695,30.0,257.60277749509066
227,227.0,227.998,0,normal,0.00023407704332370139,0.7185001642571596,0.7185002023866296,-1.246811855993167,1.1643106537811767,2.4111225097743434,-0.02288212022471755,-1.4470838420718746,30.0,257.0953361435535
228,228.0,228.998,0,normal,-0.010513173576133948,0.7119880404252217,0.7120656546465284,-1.1820722074343128,1.189711936382659,2.3717841438169716,-0.037005496894217046,-1.467340741169478,30.0,252.49152691181982
229,229.0,229.998,0,normal,-0.0005873503597663849,0.7100717164406559,0.7100719593600527,-1.3653280023242007,1.1947151705989854,2.5600431729231863,-0.00205435000825875,-1.4627039414308016,30.0,251.10718704236643
232,232.0,232.998,0,normal,0.004529123214508555,0.7086248653999361,0.7086393390295022,-1.1681597641813013,1.163267507613788,2.3314272717950892,0.0371515341738523,-1.4452239682481842,30.0,250.08162520093765
233,233.0,233.998,0,normal,0.0016893702898347484,0.7051900888699366,0.705192112415025,-1.2168388393946523,1.2069463135485057,2.423785152943158,0.049868356714331805,-1.442932977851452,30.0,247.65657172958126
234,234.0,234.998,0,normal,0.0015549066265056236,0.7113646165224466,0.7113663158842599,-1.162443463262032,1.1746225327277964,2.3370659959898283,-0.0170346198450575,-1.4632337903263188,30.0,252.01246374109047
237,237.0,237.998,0,normal,-0.004094578396873565,0.7143976557645187,0.714409389729788,-1.188138166579211,1.1998297986825843,2.3879679652617956,-0.02489863563620275,-1.4228174083253755,30.0,254.17007107022093
238,238.0,238.998,0,normal,-0.002077913803279073,0.7110625850741632,0.7110656211757994,-1.226346747517871,1.2187875668945445,2.4451343144124156,0.0019324261734969999,-1.4485047634542219,30.0,251.79815699586499
239,239.0,239.998,0,normal,-0.002247765776352333,0.7133218825345499,0.7133254240202149,-1.2376290257289917,1.2141582830564366,2.4517873087854283,-0.008617009259418149,-1.4314029188201705,30.0,253.407029699924
240,240.0,240.998,0,normal,-0.005385690373117308,0.7118381831112363,0.711858556593865,-1.2122945275215582,1.2151336719449368,2.427428199466495,0.0105443129327331,-1.450235783656811,30.0,252.34764337405497
241,241.0,241.998,0,normal,0.0006278841979380471,0.7140194899258754,0.7140197659957134,-1.1974222080838346,1.1533877886126322,2.3508099966964666,-0.00920465900978165,-1.4439137544043972,30.0,253.89715931608677
242,242.0,242.998,0,normal,0.0012209537287636728,0.7110701119215997,0.7110711601493933,-1.2728819944427867,1.3378201983463582,2.610702192789145,0.01867791596715945,-1.4362761173397658,30.0,251.80614138348795
243,243.0,243.998,0,normal,0.008484512541728828,0.7165432991225134,0.7165935294645398,-1.2029421058000285,1.218047320186303,2.420989425986331,0.0021602456852481,-1.4483984262536975,30.0,255.7000117994007
244,244.0,244.998,0,normal,-0.001280605188712105,0.7123639034413903,0.7123650545021869,-1.1691854674161126,1.2686331849852186,2.437818652401331,0.0221423569697901,-1.4668654854665386,30.0,252.74548576335772
247,247.0,247.998,0,normal,0.0038953052258543955,0.7151328353150427,0.7151434440366033,-1.2140800339794326,1.2025659003686284,2.416645934348061,-0.01579675614778875,-1.4283408605214007,30.0,254.69103323505817
248,248.0,248.998,0,normal,0.002630591020761521,0.7158442131172844,0.7158490465612304,-1.1523647280197378,1.233819618322352,2.3861843463420898,0.00793610508293275,-1.4611691308380739,30.0,255.20226733620956
249,249.0,249.998,0,normal,-0.0014296915516945749,0.7090721523802092,0.7090735937115664,-1.1631785426077557,1.228171775953394,2.39135031856115,0.00867019494059255,-1.45230163444497,30.0,250.3920360356494
252,252.0,252.998,0,normal,-0.0006583266661468489,0.7215958156815457,0.7215961159839447,-1.2164990433826537,1.1891884265832402,2.405687469965894,-0.02891287537208735,-1.4497961441110105,30.0,259.3307771427954
253,253.0,253.998,0,normal,0.0030480491491894526,0.705247503945285,0.7052540906826921,-1.2228081501281034,1.1551494291905942,2.3779575793186973,0.051925322316955194,-1.4314735834812902,30.0,247.70158510858414
254,254.0,254.998,0,normal,-0.003010983719701536,0.7170630007970612,0.7170693224054745,-1.1618809150910892,1.2276670657321578,2.389547980823247,-0.044356612652382846,-1.439922153092204,30.0,256.07315726198743
257,257.0,257.998,0,normal,0.006630635263282365,0.7176749976847713,0.7177056274168618,-1.1888408133510726,1.2556704870853888,2.4445113004364614,-0.004654549213002301,-1.4458791295418474,30.0,256.50295713406854
258,258.0,258.998,0,normal,-0.0010080188342108563,0.7106620030514855,0.7106627179493236,-1.2284237829546645,1.162813955364462,2.3912377383191266,-0.04078646950145065,-1.435009752346774,30.0,251.52848929882342
259,259.0,259.998,0,normal,0.003196736601481506,0.7186200144507536,0.7186271246579136,-1.2018005549277284,1.1610693233008775,2.362869878228606,0.0100987890795152,-1.4426354653802425,30.0,257.1962525464753
260,260.0,260.998,0,normal,0.004280401247607381,0.7122187377538702,0.7122316001432094,-1.2081071858785353,1.190929619482351,2.399036805360886,-0.00275955450908465,-1.4304064284523892,30.0,252.61912053519
261,261.0,261.998,0,normal,-0.006015797571549619,0.7115541568508915,0.7115795865201622,-1.2254947540019283,1.207071317099803,2.432566071101731,0.0030638751333079,-1.4307410095714452,30.0,252.15379585686748
262,262.0,262.998,0,normal,0.0011509292343684617,0.7187858830994565,0.7187868045402392,-1.2294934903403243,1.1752556214980023,2.404749111838327,-0.025540245897752,-1.4542537141712657,30.0,257.3023478875261
263,263.0,263.998,0,normal,-0.004463622619750076,0.7177931453571692,0.7178070238223012,-1.237761683877206,1.1394914070442197,2.3772530909214256,-0.00120148436417165,-1.4613811586256649,30.0,256.62092693977274
264,264.0,264.998,0,normal,0.003465970286339934,0.7185405859190903,0.7185489451408132,-1.176173991797166,1.2637473754235793,2.4399213672207454,0.00395345438860715,-1.4495521215975253,30.0,257.1309910777769
267,267.0,267.998,0,normal,-0.0017120129511149092,0.7123611545040982,0.712363211735949,-1.250508149978364,1.1983353363591311,2.448843486337495,-0.024625344737557148,-1.4475661054971798,30.0,252.72150843876318
268,268.0,268.998,0,normal,-0.0004223349235258116,0.7133608435592375,0.7133609685778544,-1.2125023419713394,1.2149532366931024,2.427455578664442,-0.0016261915853654002,-1.4461701753467149,30.0,253.43067358270716
269,269.0,269.998,0,normal,0.00427011239054538,0.7092864888517323,0.7092993423988538,-1.237290296479566,1.1742303396790934,2.4115206361586594,0.0060159782755649,-1.4450094770848525,30.0,250.5482378178835
272,272.0,272.998,0,normal,0.0015973587586892522,0.7160149333684115,0.7160167151411863,-1.158118184329586,1.3759078380272618,2.534026022356848,0.00829605237042375,-1.4410168333847715,30.0,255.31777076128168
273,273.0,273.998,0,normal,-0.0015408615465889043,0.7197099889998639,0.7197116384500741,-1.312907720382369,1.2293524366801003,2.5422601570624694,-0.030566202426347,-1.4347321060409175,30.0,257.9609186267491
274,274.0,274.998,0,normal,-0.0020191319181583813,0.7175098061400204,0.7175126471364756,-1.2344422491634397,1.255101290590402,2.489543539753842,-0.00429132177292525,-1.4421318827305312,30.0,256.38498978601876
277,277.0,277.998,0,normal,-0.0038040899015663503,0.7141089692908376,0.7141191014961029,-1.1540177894072734,1.210971512655486,2.3649893020627593,-0.031694953689621,-1.4493737738719945,30.0,254.02770632623634
278,278.0,278.998,0,normal,0.008400387614425778,0.7190037819791882,0.7190528527253394,-1.2024498714629082,1.3038104723077713,2.5062603437706796,0.0585396775214203,-1.4402062741745727,30.0,257.4581051983536
279,279.0,279.998,0,normal,-0.007064522703146452,0.7149036839889946,0.7149385881752778,-1.2293377599370974,1.2054036354877975,2.434741395424895,0.011647828613511449,-1.4469591260521746,30.0,254.53069394778666
280,280.0,280.998,0,normal,-0.0007003686483214009,0.7142130218975375,0.7142133652937728,-1.1903210587878053,1.180431645710056,2.3707527044978614,-0.0046566121545317,-1.4463153137245923,30.0,254.03864760136298
281,281.0,281.998,0,normal,-0.0005421475724709958,0.7187845369113603,0.7187847413703695,-1.267830151891202,1.2253507262047116,2.493180878095914,-0.0138163442586863,-1.4182304097774747,30.0,257.3001377114102
282,282.0,282.998,0,normal,-0.00296690907807572,0.7143297417342339,0.7143359031125168,-1.2145160191120257,1.1847063991842268,2.3992224182962527,0.00189648590668755,-1.43489031780834,30.0,254.1172661713727
283,283.0,283.998,0,normal,0.011227361876840784,0.7059692847930937,0.7060585561594632,-1.248524037583528,1.169773091671391,2.418297129254919,0.03654384753341335,-1.4282770706400691,30.0,248.21017157052424
284,284.0,284.998,0,normal,0.004952905098253221,0.716045647299025,0.7160627767764444,-1.193307421516867,1.2200625566511547,2.4133699781680216,0.01658238339179495,-1.461012533483855,30.0,255.34359495260554
287,287.0,287.998,0,normal,0.0034723935005005675,0.7140811183961371,0.7140895610261365,-1.1400926315727895,1.2867239857879618,2.4268166173607515,0.009470811543234751,-1.4473588537616027,30.0,253.94279359906997
288,288.0,288.998,0,normal,0.005019006215958601,0.7097399004085575,0.7097576464225975,-1.2033174387987071,1.2574051702122753,2.4607226090109826,-0.0010091994579618,-1.4293677534780926,30.0,250.8619189882053
289,289.0,289.998,0,normal,-0.004954366683753451,0.7140361611885041,0.7140533490111592,-1.1936611481365649,1.135528559410157,2.329189707546722,0.00584244035214435,-1.4392854253544154,30.0,253.91744208863034
292,292.0,292.998,0,normal,-0.00039134725575336836,0.7204929501952153,0.7204930564784643,-1.238958287211932,1.2477627475717925,2.4867210347837245,-0.00578898255469445,-1.4509830904002614,30.0,258.5391538326594
293,293.0,293.998,0,normal,-0.000735404184013559,0.7148436230610138,0.7148440013389709,-1.1956979461406188,1.157928847693071,2.3536267938336897,-0.00837817763449605,-1.4505164892856393,30.0,254.49416936128577
294,294.0,294.998,0,normal,-0.0026602655278096785,0.7178520410016148,0.7178569702822858,-1.2467385693704311,1.199050038657285,2.4457886080277165,0.00642165701734785,-1.439315773906645,30.0,256.62952058596056
297,297.0,297.998,0,normal,0.012846234866464518,0.7216563655700405,0.7217706946932693,-1.2199301955910673,1.3126803829191578,2.532610578510225,-0.01723020181703535,-1.440458148761951,30.0,259.36447637580835
298,298.0,298.998,0,normal,0.0028762352420908075,0.7107309458639661,0.7107367657141819,-1.1656656999030286,1.17894256957211,2.3446082694751387,-0.00382706701165745,-1.4417126836633496,30.0,251.57406706957408
299,299.0,299.998,0,normal,0.0057262521477765395,0.7102272552991779,0.7102503390590273,-1.2142429679377464,1.16359421705932,2.3778371849970665,-0.0081521501002882,-1.4361104512615679,30.0,251.20787725618615
